gatunek;species_name;latin_name;english_name;BUL_SPECIES_NR;Grupa_gat;Nr_grupy_gat;grupa_wieku;code;col
QUE.RO.CO;dąb szypułkowy;Quercus robur Concordia;;832;DB;40;1;DB1;#D2D2D2
QUE.RO.CO;dąb szypułkowy;Quercus robur Concordia;;832;DB;40;2;DB2;#AFAFAF
QUE.RO.CO;dąb szypułkowy;Quercus robur Concordia;;832;DB;40;3;DB3;#8C8C8C
QUE.RO.CO;dąb szypułkowy;Quercus robur Concordia;;832;DB;40;4;DB4;#8C8C8C
QUE.RO.FA;dąb szypułkowy;Quercus robur Fastigiata;;833;DB;40;1;DB1;#D2D2D2
QUE.RO.FA;dąb szypułkowy;Quercus robur Fastigiata;;833;DB;40;2;DB2;#AFAFAF
QUE.RO.FA;dąb szypułkowy;Quercus robur Fastigiata;;833;DB;40;3;DB3;#8C8C8C
QUE.RO.FA;dąb szypułkowy;Quercus robur Fastigiata;;833;DB;40;4;DB4;#8C8C8C
QUE.RO.PC;dąb szypułkowy;Quercus robur Pectinata;;834;DB;40;1;DB1;#D2D2D2
QUE.RO.PC;dąb szypułkowy;Quercus robur Pectinata;;834;DB;40;2;DB2;#AFAFAF
QUE.RO.PC;dąb szypułkowy;Quercus robur Pectinata;;834;DB;40;3;DB3;#8C8C8C
QUE.RO.PC;dąb szypułkowy;Quercus robur Pectinata;;834;DB;40;4;DB4;#8C8C8C
QUE.RO.PE;dąb szypułkowy;Quercus robur Pendula;;835;DB;40;1;DB1;#D2D2D2
QUE.RO.PE;dąb szypułkowy;Quercus robur Pendula;;835;DB;40;2;DB2;#AFAFAF
QUE.RO.PE;dąb szypułkowy;Quercus robur Pendula;;835;DB;40;3;DB3;#8C8C8C
QUE.RO.PE;dąb szypułkowy;Quercus robur Pendula;;835;DB;40;4;DB4;#8C8C8C
DB.C;dąb czerwony;Quercus rubra;;43;DB;40;1;DB1;#D2D2D2
DB.C;dąb czerwony;Quercus rubra;;43;DB;40;2;DB2;#AFAFAF
DB.C;dąb czerwony;Quercus rubra;;43;DB;40;3;DB3;#8C8C8C
DB.C;dąb czerwony;Quercus rubra;;43;DB;40;4;DB4;#8C8C8C
DB.KR;dąb korkowy;Quercus suber;;NA;DB;40;1;DB1;#D2D2D2
DB.KR;dąb korkowy;Quercus suber;;NA;DB;40;2;DB2;#AFAFAF
DB.KR;dąb korkowy;Quercus suber;;NA;DB;40;3;DB3;#8C8C8C
DB.KR;dąb korkowy;Quercus suber;;NA;DB;40;4;DB4;#8C8C8C
JSK.POL;jaskier polny;Ranunculus arvensis L.;;NA;NA;NA;NA;NA;NA
JSK.WKW;jaskier wielki;Ranunculus lingua L.;;NA;NA;NA;NA;NA;NA
JSK.SKA;jaskier skalny;Ranunculus oreophilus M. Bieb.;;NA;NA;NA;NA;NA;NA
SZK;szakłak pospolity;Rhamnus cathartica;;54;NA;NA;NA;NA;NA
KRU;kruszyna pospolita;Rhamnus frangula;;37;NA;NA;NA;NA;NA
SZK.W;szakłak wielkolistny;Rhamnus imeretina;;929;NA;NA;NA;NA;NA
RŻE.GÓR;różeniec górski;Rhodiola rosea;;NA;NA;NA;NA;NA;NA
RHO.CA.CA;różanecznik katawbijski;Rhododendron catawb.Caractacus;;837;NA;NA;NA;NA;NA
RHO.CA.GR;różanecznik katawbijski;Rhododendron catawb.Grandiflo.;;838;NA;NA;NA;NA;NA
RHO.CA.N;różanecznik katawbijski;Rhododendron catawbiense;;839;NA;NA;NA;NA;NA
RNK.K;różanecznik katawbijski;Rhododendron catawbiense;;844;NA;NA;NA;NA;NA
RHO.CA.AL;różanecznik katawbijski;Rhododendron catawbiense Albus;;836;NA;NA;NA;NA;NA
RNK.B;różanecznik Biały Cunninghama;Rhododendron Cunnigham's White;;843;NA;NA;NA;NA;NA
AZA.P;azalia pontyjska;Rhododendron flavum;;345;NA;NA;NA;NA;NA
AZA.G;azalia gandawska;Rhododendron gandavense;;343;NA;NA;NA;NA;NA
AZA.J;azalia japońska;Rhododendron japonicum;;344;NA;NA;NA;NA;NA
RŻN.ŻÓŁ;różanecznik żółty;Rhododendron luteum;;NA;NA;NA;NA;NA;NA
RNK.S;różanecznik Smirnowa;Rhododendron smirnowii;;845;NA;NA;NA;NA;NA
OKŁ.B;okółkowiec biały;Rhodotypos scandens;;754;NA;NA;NA;NA;NA
SUM.O;sumak octowiec;Rhus typhina;;920;NA;NA;NA;NA;NA
RHU.TY.DI;sumak octowiec;Rhus typhina Dissecta;;840;NA;NA;NA;NA;NA
PRZ.A;porzeczka alpejska;Ribes alpinum;;821;NA;NA;NA;NA;NA
PRZ.AM;porzeczka amerykańska;Ribes americanum;;822;NA;NA;NA;NA;NA
PRZ.Z;porzeczka złota;Ribes aureum;;826;NA;NA;NA;NA;NA
AGR;agrest pospolity;Ribes grossularia;;333;NA;NA;NA;NA;NA
PRZ.C;porzeczka czarna;Ribes nigrum;;51;NA;NA;NA;NA;NA
PRZ.S;porzeczka skalna;Ribes petraeum;;825;NA;NA;NA;NA;NA
RIB.PE.CA;porzeczka skalna;Ribes petraeum carpathicum;;841;NA;NA;NA;NA;NA
PRZ.CW;porzeczka czerwona;Ribes rubrum;;52;NA;NA;NA;NA;NA
RIB.RU.PU;porzeczka czerwona;Ribes rubrum pubescens;;842;NA;NA;NA;NA;NA
PRZ.K;porzeczka krwista;Ribes sanguineum;;823;NA;NA;NA;NA;NA
PRZ.K.KE;porzeczka krwista;Ribes sanguineum;;824;NA;NA;NA;NA;NA
ROB.P;robinia pośrednia;Robinia ambigua;;851;BRZ;60;1;BRZ1;#D2FEFB
ROB.P;robinia pośrednia;Robinia ambigua;;851;BRZ;60;2;BRZ2;#86F3EF
ROB.P;robinia pośrednia;Robinia ambigua;;851;BRZ;60;3;BRZ3;#40E6E7
ROB.P;robinia pośrednia;Robinia ambigua;;851;BRZ;60;4;BRZ4;#40E6E7
ROB.AM.DE;robinia pośrednia;Robinia ambigua Decaisneana;;846;BRZ;60;1;BRZ1;#D2FEFB
ROB.AM.DE;robinia pośrednia;Robinia ambigua Decaisneana;;846;BRZ;60;2;BRZ2;#86F3EF
ROB.AM.DE;robinia pośrednia;Robinia ambigua Decaisneana;;846;BRZ;60;3;BRZ3;#40E6E7
ROB.AM.DE;robinia pośrednia;Robinia ambigua Decaisneana;;846;BRZ;60;4;BRZ4;#40E6E7
ROB.S;robinia szczeciniasta;Robinia hispida;;855;BRZ;60;1;BRZ1;#D2FEFB
ROB.S;robinia szczeciniasta;Robinia hispida;;855;BRZ;60;2;BRZ2;#86F3EF
ROB.S;robinia szczeciniasta;Robinia hispida;;855;BRZ;60;3;BRZ3;#40E6E7
ROB.S;robinia szczeciniasta;Robinia hispida;;855;BRZ;60;4;BRZ4;#40E6E7
ROB.HI.MA;robinia szczeciniasta;Robinia hispida Macrophylla;;847;BRZ;60;1;BRZ1;#D2FEFB
ROB.HI.MA;robinia szczeciniasta;Robinia hispida Macrophylla;;847;BRZ;60;2;BRZ2;#86F3EF
ROB.HI.MA;robinia szczeciniasta;Robinia hispida Macrophylla;;847;BRZ;60;3;BRZ3;#40E6E7
ROB.HI.MA;robinia szczeciniasta;Robinia hispida Macrophylla;;847;BRZ;60;4;BRZ4;#40E6E7
ROB.N;robinia nowomeksykańska;Robinia neomexicana;;849;BRZ;60;1;BRZ1;#D2FEFB
ROB.N;robinia nowomeksykańska;Robinia neomexicana;;849;BRZ;60;2;BRZ2;#86F3EF
ROB.N;robinia nowomeksykańska;Robinia neomexicana;;849;BRZ;60;3;BRZ3;#40E6E7
ROB.N;robinia nowomeksykańska;Robinia neomexicana;;849;BRZ;60;4;BRZ4;#40E6E7
ROB.NE.LU;robinia nowomeksykańska;Robinia neomexicana luxurians;;850;BRZ;60;1;BRZ1;#D2FEFB
ROB.NE.LU;robinia nowomeksykańska;Robinia neomexicana luxurians;;850;BRZ;60;2;BRZ2;#86F3EF
ROB.NE.LU;robinia nowomeksykańska;Robinia neomexicana luxurians;;850;BRZ;60;3;BRZ3;#40E6E7
ROB.NE.LU;robinia nowomeksykańska;Robinia neomexicana luxurians;;850;BRZ;60;4;BRZ4;#40E6E7
ROB.PS.BE;robinia akacjowa;Robinia pseudoacacia Bessonia.;;852;BRZ;60;1;BRZ1;#D2FEFB
ROB.PS.BE;robinia akacjowa;Robinia pseudoacacia Bessonia.;;852;BRZ;60;2;BRZ2;#86F3EF
ROB.PS.BE;robinia akacjowa;Robinia pseudoacacia Bessonia.;;852;BRZ;60;3;BRZ3;#40E6E7
ROB.PS.BE;robinia akacjowa;Robinia pseudoacacia Bessonia.;;852;BRZ;60;4;BRZ4;#40E6E7
ROB.PS.RO;robinia akacjowa;Robinia pseudoacacia Rozynsk.;;853;BRZ;60;1;BRZ1;#D2FEFB
ROB.PS.RO;robinia akacjowa;Robinia pseudoacacia Rozynsk.;;853;BRZ;60;2;BRZ2;#86F3EF
ROB.PS.RO;robinia akacjowa;Robinia pseudoacacia Rozynsk.;;853;BRZ;60;3;BRZ3;#40E6E7
ROB.PS.RO;robinia akacjowa;Robinia pseudoacacia Rozynsk.;;853;BRZ;60;4;BRZ4;#40E6E7
ROB.PS.UM;robinia akacjowa;Robinia pseudoacacia Umbracu.;;854;BRZ;60;1;BRZ1;#D2FEFB
ROB.PS.UM;robinia akacjowa;Robinia pseudoacacia Umbracu.;;854;BRZ;60;2;BRZ2;#86F3EF
ROB.PS.UM;robinia akacjowa;Robinia pseudoacacia Umbracu.;;854;BRZ;60;3;BRZ3;#40E6E7
ROB.PS.UM;robinia akacjowa;Robinia pseudoacacia Umbracu.;;854;BRZ;60;4;BRZ4;#40E6E7
ROB.L;robinia lepka;Robinia viscosa;;848;BRZ;60;1;BRZ1;#D2FEFB
ROB.L;robinia lepka;Robinia viscosa;;848;BRZ;60;2;BRZ2;#86F3EF
ROB.L;robinia lepka;Robinia viscosa;;848;BRZ;60;3;BRZ3;#40E6E7
ROB.L;robinia lepka;Robinia viscosa;;848;BRZ;60;4;BRZ4;#40E6E7
RÓŻ.D;róża dzika;Rosa canina;;861;NA;NA;NA;NA;NA
RÓŻ.S;róża stulistna;Rosa centifolia;;871;NA;NA;NA;NA;NA
RÓŻ.SI;róża sina;Rosa dumalis;;872;NA;NA;NA;NA;NA
RÓŻ.RO;róża rolna;Rosa egrestis;;870;NA;NA;NA;NA;NA
RÓŻ.Z;róża zółta;Rosa foetida;;874;NA;NA;NA;NA;NA
RÓŻ.F;róża francuska;Rosa gallica;;863;NA;NA;NA;NA;NA
RÓŻ.CZ;róża czerwonawa;Rosa glauca;;860;NA;NA;NA;NA;NA
RÓŻ.EL;róża eliptyczna;Rosa inodora;;862;NA;NA;NA;NA;NA
RÓŻ.W;róża wielokwiatowa;Rosa multiflora;;873;NA;NA;NA;NA;NA
RÓŻ.C;róża czteropłatkowa;Rosa omeiensis;;859;NA;NA;NA;NA;NA
ROS.OM.PT;róża czteropłatkowa;Rosa omeiensis pteracantha;;857;NA;NA;NA;NA;NA
RÓŻ.AL;róża alpejska;Rosa pendulina;;858;NA;NA;NA;NA;NA
RÓŻ.G;róża gestokolczasta;Rosa pimpinellifolia;;866;NA;NA;NA;NA;NA
RÓŻ.R;róża rdzawa;Rosa rubiginosa;;869;NA;NA;NA;NA;NA
RÓŻ.FL;róża fałdzistolistna;Rosa rugosa;;864;NA;NA;NA;NA;NA
RÓŻ.FM;róża;Rosa ssp. Flamentanz;;865;NA;NA;NA;NA;NA
RÓŻ.K;róża kutnerowata;Rosa tomentosa;;868;NA;NA;NA;NA;NA
RÓŻ.J;róża jabłkowa;Rosa villosa;;867;NA;NA;NA;NA;NA
MAL.MOR;malina moroszka;Rubus chamaemorus;;NA;NA;NA;NA;NA;NA
WB.O;wierzba ostrolistna;Salix acutifolia;;1019;TP;90;1;TP1;#FFE1E1
WB.O;wierzba ostrolistna;Salix acutifolia;;1019;TP;90;2;TP2;#FFB4B4
WB.O;wierzba ostrolistna;Salix acutifolia;;1019;TP;90;3;TP3;#FFB4B4
WB.O;wierzba ostrolistna;Salix acutifolia;;1019;TP;90;4;TP4;#FF8787
SAL.AL.CH;wierzba biała;Salix alba Chermesina;;876;TP;90;1;TP1;#FFE1E1
SAL.AL.CH;wierzba biała;Salix alba Chermesina;;876;TP;90;2;TP2;#FFB4B4
SAL.AL.CH;wierzba biała;Salix alba Chermesina;;876;TP;90;3;TP3;#FFB4B4
SAL.AL.CH;wierzba biała;Salix alba Chermesina;;876;TP;90;4;TP4;#FF8787
SAL.AL.SE;wierzba biała;Salix alba Sericea;;877;TP;90;1;TP1;#FFE1E1
SAL.AL.SE;wierzba biała;Salix alba Sericea;;877;TP;90;2;TP2;#FFB4B4
SAL.AL.SE;wierzba biała;Salix alba Sericea;;877;TP;90;3;TP3;#FFB4B4
SAL.AL.SE;wierzba biała;Salix alba Sericea;;877;TP;90;4;TP4;#FF8787
SAL.AL.TR;wierzba biała;Salix alba Tristis;;878;TP;90;1;TP1;#FFE1E1
SAL.AL.TR;wierzba biała;Salix alba Tristis;;878;TP;90;2;TP2;#FFB4B4
SAL.AL.TR;wierzba biała;Salix alba Tristis;;878;TP;90;3;TP3;#FFB4B4
SAL.AL.TR;wierzba biała;Salix alba Tristis;;878;TP;90;4;TP4;#FF8787
SAL.AL.VI;wierzba biała;Salix alba Vittelina;;879;TP;90;1;TP1;#FFE1E1
SAL.AL.VI;wierzba biała;Salix alba Vittelina;;879;TP;90;2;TP2;#FFB4B4
SAL.AL.VI;wierzba biała;Salix alba Vittelina;;879;TP;90;3;TP3;#FFB4B4
SAL.AL.VI;wierzba biała;Salix alba Vittelina;;879;TP;90;4;TP4;#FF8787
IWA.P;wierzba iwa;Salix caprea;;528;TP;90;1;TP1;#FFE1E1
IWA.P;wierzba iwa;Salix caprea;;528;TP;90;2;TP2;#FFB4B4
IWA.P;wierzba iwa;Salix caprea;;528;TP;90;3;TP3;#FFB4B4
IWA.P;wierzba iwa;Salix caprea;;528;TP;90;4;TP4;#FF8787
WB SZ;wierzba szara;Salix cinrea;;NA;NA;NA;NA;NA;NA
WB.W;wierzba wawrzynkowa;Salix daphnoides;;1027;TP;90;1;TP1;#FFE1E1
WB.W;wierzba wawrzynkowa;Salix daphnoides;;1027;TP;90;2;TP2;#FFB4B4
WB.W;wierzba wawrzynkowa;Salix daphnoides;;1027;TP;90;3;TP3;#FFB4B4
WB.W;wierzba wawrzynkowa;Salix daphnoides;;1027;TP;90;4;TP4;#FF8787
WB.S;wierzba siwa;Salix elaeagnos;;1023;TP;90;1;TP1;#FFE1E1
WB.S;wierzba siwa;Salix elaeagnos;;1023;TP;90;2;TP2;#FFB4B4
WB.S;wierzba siwa;Salix elaeagnos;;1023;TP;90;3;TP3;#FFB4B4
WB.S;wierzba siwa;Salix elaeagnos;;1023;TP;90;4;TP4;#FF8787
SAL.EL.AN;wierzba siwa;Salix elaeagnos Angustifolia;;880;TP;90;1;TP1;#FFE1E1
SAL.EL.AN;wierzba siwa;Salix elaeagnos Angustifolia;;880;TP;90;2;TP2;#FFB4B4
SAL.EL.AN;wierzba siwa;Salix elaeagnos Angustifolia;;880;TP;90;3;TP3;#FFB4B4
SAL.EL.AN;wierzba siwa;Salix elaeagnos Angustifolia;;880;TP;90;4;TP4;#FF8787
WB.K;wierzba krucha;Salix fragilis;;1015;TP;90;1;TP1;#FFE1E1
WB.K;wierzba krucha;Salix fragilis;;1015;TP;90;2;TP2;#FFB4B4
WB.K;wierzba krucha;Salix fragilis;;1015;TP;90;3;TP3;#FFB4B4
WB.K;wierzba krucha;Salix fragilis;;1015;TP;90;4;TP4;#FF8787
SAL.FR.BU;wierzba krucha;Salix fragilis Bullata;;881;TP;90;1;TP1;#FFE1E1
SAL.FR.BU;wierzba krucha;Salix fragilis Bullata;;881;TP;90;2;TP2;#FFB4B4
SAL.FR.BU;wierzba krucha;Salix fragilis Bullata;;881;TP;90;3;TP3;#FFB4B4
SAL.FR.BU;wierzba krucha;Salix fragilis Bullata;;881;TP;90;4;TP4;#FF8787
WB.Z;wierzba zielna;Salix herbacea;;1029;TP;90;1;TP1;#FFE1E1
WB.Z;wierzba zielna;Salix herbacea;;1029;TP;90;2;TP2;#FFB4B4
WB.Z;wierzba zielna;Salix herbacea;;1029;TP;90;3;TP3;#FFB4B4
WB.Z;wierzba zielna;Salix herbacea;;1029;TP;90;4;TP4;#FF8787
WB.SZ.H;wierzba szczepiona;Salix integra;;1025;TP;90;1;TP1;#FFE1E1
WB.SZ.H;wierzba szczepiona;Salix integra;;1025;TP;90;2;TP2;#FFB4B4
WB.SZ.H;wierzba szczepiona;Salix integra;;1025;TP;90;3;TP3;#FFB4B4
WB.SZ.H;wierzba szczepiona;Salix integra;;1025;TP;90;4;TP4;#FF8787
SAL.LA;wierzba lapońska;Salix lapponum;;882;TP;90;1;TP1;#FFE1E1
SAL.LA;wierzba lapońska;Salix lapponum;;882;TP;90;2;TP2;#FFB4B4
SAL.LA;wierzba lapońska;Salix lapponum;;882;TP;90;3;TP3;#FFB4B4
SAL.LA;wierzba lapońska;Salix lapponum;;882;TP;90;4;TP4;#FF8787
WB.LAP;wierzba lapońska;Salix lapponum;;NA;NA;NA;NA;NA;NA
WB.M;wierzba mandżurska;Salix matsudana;;1017;TP;90;1;TP1;#FFE1E1
WB.M;wierzba mandżurska;Salix matsudana;;1017;TP;90;2;TP2;#FFB4B4
WB.M;wierzba mandżurska;Salix matsudana;;1017;TP;90;3;TP3;#FFB4B4
WB.M;wierzba mandżurska;Salix matsudana;;1017;TP;90;4;TP4;#FF8787
SAL.MA.TO;wierzba mandżurska;Salix matsudana Tortuosa;;883;TP;90;1;TP1;#FFE1E1
SAL.MA.TO;wierzba mandżurska;Salix matsudana Tortuosa;;883;TP;90;2;TP2;#FFB4B4
SAL.MA.TO;wierzba mandżurska;Salix matsudana Tortuosa;;883;TP;90;3;TP3;#FFB4B4
SAL.MA.TO;wierzba mandżurska;Salix matsudana Tortuosa;;883;TP;90;4;TP4;#FF8787
WB.L;wierzba laurowa;Salix pentandra;;1016;TP;90;1;TP1;#FFE1E1
WB.L;wierzba laurowa;Salix pentandra;;1016;TP;90;2;TP2;#FFB4B4
WB.L;wierzba laurowa;Salix pentandra;;1016;TP;90;3;TP3;#FFB4B4
WB.L;wierzba laurowa;Salix pentandra;;1016;TP;90;4;TP4;#FF8787
WB.P;wierzba pięciopręcikowa;Salix pentandra;;1020;TP;90;1;TP1;#FFE1E1
WB.P;wierzba pięciopręcikowa;Salix pentandra;;1020;TP;90;2;TP2;#FFB4B4
WB.P;wierzba pięciopręcikowa;Salix pentandra;;1020;TP;90;3;TP3;#FFB4B4
WB.P;wierzba pięciopręcikowa;Salix pentandra;;1020;TP;90;4;TP4;#FF8787
WIK.N;wierzba purpurowa;Salix purpurea;;1038;TP;90;1;TP1;#FFE1E1
WIK.N;wierzba purpurowa;Salix purpurea;;1038;TP;90;2;TP2;#FFB4B4
WIK.N;wierzba purpurowa;Salix purpurea;;1038;TP;90;3;TP3;#FFB4B4
WIK.N;wierzba purpurowa;Salix purpurea;;1038;TP;90;4;TP4;#FF8787
WIK;wiklina (wba purpurowa);Salix purpurea;;69;TP;90;1;TP1;#FFE1E1
WIK;wiklina (wba purpurowa);Salix purpurea;;69;TP;90;2;TP2;#FFB4B4
WIK;wiklina (wba purpurowa);Salix purpurea;;69;TP;90;3;TP3;#FFB4B4
WIK;wiklina (wba purpurowa);Salix purpurea;;69;TP;90;4;TP4;#FF8787
SAL.PU.GR;wiklina;Salix purpurea Gracilis;;884;TP;90;1;TP1;#FFE1E1
SAL.PU.GR;wiklina;Salix purpurea Gracilis;;884;TP;90;2;TP2;#FFB4B4
SAL.PU.GR;wiklina;Salix purpurea Gracilis;;884;TP;90;3;TP3;#FFB4B4
SAL.PU.GR;wiklina;Salix purpurea Gracilis;;884;TP;90;4;TP4;#FF8787
WB.PZ;wierzba płożąca;Salix repens;;1021;TP;90;1;TP1;#FFE1E1
WB.PZ;wierzba płożąca;Salix repens;;1021;TP;90;2;TP2;#FFB4B4
WB.PZ;wierzba płożąca;Salix repens;;1021;TP;90;3;TP3;#FFB4B4
WB.PZ;wierzba płożąca;Salix repens;;1021;TP;90;4;TP4;#FF8787
WB.RO;wierzba rokita;Salix rosmarinifolia;;1022;TP;90;1;TP1;#FFE1E1
WB.RO;wierzba rokita;Salix rosmarinifolia;;1022;TP;90;2;TP2;#FFB4B4
WB.RO;wierzba rokita;Salix rosmarinifolia;;1022;TP;90;3;TP3;#FFB4B4
WB.RO;wierzba rokita;Salix rosmarinifolia;;1022;TP;90;4;TP4;#FF8787
WB.SL;wierzba śląska;Salix silesiaca;;1024;TP;90;1;TP1;#FFE1E1
WB.SL;wierzba śląska;Salix silesiaca;;1024;TP;90;2;TP2;#FFB4B4
WB.SL;wierzba śląska;Salix silesiaca;;1024;TP;90;3;TP3;#FFB4B4
WB.SL;wierzba śląska;Salix silesiaca;;1024;TP;90;4;TP4;#FF8787
WB.NO;wierzba nieokreślona;Salix species;;1018;TP;90;1;TP1;#FFE1E1
WB.NO;wierzba nieokreślona;Salix species;;1018;TP;90;2;TP2;#FFB4B4
WB.NO;wierzba nieokreślona;Salix species;;1018;TP;90;3;TP3;#FFB4B4
WB.NO;wierzba nieokreślona;Salix species;;1018;TP;90;4;TP4;#FF8787
WB.TR;wierzba trójpręcikowa;Salix triandra;;1026;TP;90;1;TP1;#FFE1E1
WB.TR;wierzba trójpręcikowa;Salix triandra;;1026;TP;90;2;TP2;#FFB4B4
WB.TR;wierzba trójpręcikowa;Salix triandra;;1026;TP;90;3;TP3;#FFB4B4
WB.TR;wierzba trójpręcikowa;Salix triandra;;1026;TP;90;4;TP4;#FF8787
WB.WI;wierzba wiciowa;Salix viminalis;;1028;TP;90;1;TP1;#FFE1E1
WB.WI;wierzba wiciowa;Salix viminalis;;1028;TP;90;2;TP2;#FFB4B4
WB.WI;wierzba wiciowa;Salix viminalis;;1028;TP;90;3;TP3;#FFB4B4
WB.WI;wierzba wiciowa;Salix viminalis;;1028;TP;90;4;TP4;#FF8787
SAM.NI.AU;bez czarny;Sambucus nigra Aurea;;885;NA;NA;NA;NA;NA
SAM.NI.LA;bez czarny;Sambucus nigra Laciniata;;886;NA;NA;NA;NA;NA
BEZ.K;bez koralowy;Sambucus racemosa;;33;NA;NA;NA;NA;NA
SAM.RA.PL;bez koralowy;Sambucus racemosa Plumosa;;888;NA;NA;NA;NA;NA
SAM.RA.PA;bez koralowy;Sambucus racemosa Plumosa Aur.;;887;NA;NA;NA;NA;NA
SAU.WIE;saussurea wielkogłowa;Saussurea pygmaea (Jacq.) Spr.;;NA;NA;NA;NA;NA;NA
SKA.MCH;skalnica mchowata;Saxifraga bryoides;;NA;NA;NA;NA;NA;NA
SKA.TRF;skalnica torfowiskowa;Saxifraga hirculus;;NA;NA;NA;NA;NA;NA
SKA.BAZ;skalnica darniowa bazaltowa;Saxifraga moschata ssp. basal.;;NA;NA;NA;NA;NA;NA
SKA.ŚNŻ;skalnica śnieżna;Saxifraga nivalis;;NA;NA;NA;NA;NA;NA
SKA.NAP;skalnica naprzeciwlistna;Saxifraga oppositifolia;;NA;NA;NA;NA;NA;NA
SKA.ZWO;skalnica zwodnicza;Saxifraga sponhemica;;NA;NA;NA;NA;NA;NA
SRP.RÓŻ;sierpik różnolistny;Serratula lycopifolia;;NA;NA;NA;NA;NA;NA
SZF.S;szeferdia srebrzysta;Shepherdia argentea;;928;NA;NA;NA;NA;NA
SOF.J;sofora japońska;Sophora japonica;;907;NA;NA;NA;NA;NA
SOR.J;sorbaria jarzębolistna;Sorbaria sorbifolia;;911;NA;NA;NA;NA;NA
JRZ.M;jarzab mączny;Sorbus aria;;615;BRZ;60;1;BRZ1;#D2FEFB
JRZ.M;jarzab mączny;Sorbus aria;;615;BRZ;60;2;BRZ2;#86F3EF
JRZ.M;jarzab mączny;Sorbus aria;;615;BRZ;60;3;BRZ3;#40E6E7
JRZ.M;jarzab mączny;Sorbus aria;;615;BRZ;60;4;BRZ4;#40E6E7
SOR.AU.JA;jarzab pospolity;Sorbus aucuparia;;909;BRZ;60;1;BRZ1;#D2FEFB
SOR.AU.JA;jarzab pospolity;Sorbus aucuparia;;909;BRZ;60;2;BRZ2;#86F3EF
SOR.AU.JA;jarzab pospolity;Sorbus aucuparia;;909;BRZ;60;3;BRZ3;#40E6E7
SOR.AU.JA;jarzab pospolity;Sorbus aucuparia;;909;BRZ;60;4;BRZ4;#40E6E7
SOR.AU.ED;jarzab pospolity;Sorbus aucuparia Edulis;;908;BRZ;60;1;BRZ1;#D2FEFB
SOR.AU.ED;jarzab pospolity;Sorbus aucuparia Edulis;;908;BRZ;60;2;BRZ2;#86F3EF
SOR.AU.ED;jarzab pospolity;Sorbus aucuparia Edulis;;908;BRZ;60;3;BRZ3;#40E6E7
SOR.AU.ED;jarzab pospolity;Sorbus aucuparia Edulis;;908;BRZ;60;4;BRZ4;#40E6E7
SOR.AU.PE;jarzab pospolity;Sorbus aucuparia Pendula;;910;BRZ;60;1;BRZ1;#D2FEFB
SOR.AU.PE;jarzab pospolity;Sorbus aucuparia Pendula;;910;BRZ;60;2;BRZ2;#86F3EF
SOR.AU.PE;jarzab pospolity;Sorbus aucuparia Pendula;;910;BRZ;60;3;BRZ3;#40E6E7
SOR.AU.PE;jarzab pospolity;Sorbus aucuparia Pendula;;910;BRZ;60;4;BRZ4;#40E6E7
JRZ.P;jarzab pośredni;Sorbus hybrida;;616;BRZ;60;1;BRZ1;#D2FEFB
JRZ.P;jarzab pośredni;Sorbus hybrida;;616;BRZ;60;2;BRZ2;#86F3EF
JRZ.P;jarzab pośredni;Sorbus hybrida;;616;BRZ;60;3;BRZ3;#40E6E7
JRZ.P;jarzab pośredni;Sorbus hybrida;;616;BRZ;60;4;BRZ4;#40E6E7
JRZ.S;jarzab szwedzki;Sorbus intermedia;;617;BRZ;60;1;BRZ1;#D2FEFB
JRZ.S;jarzab szwedzki;Sorbus intermedia;;617;BRZ;60;2;BRZ2;#86F3EF
JRZ.S;jarzab szwedzki;Sorbus intermedia;;617;BRZ;60;3;BRZ3;#40E6E7
JRZ.S;jarzab szwedzki;Sorbus intermedia;;617;BRZ;60;4;BRZ4;#40E6E7
JRZ.B;jarzab brekinia;Sorbus torminalis;;105;BRZ;60;1;BRZ1;#D2FEFB
JRZ.B;jarzab brekinia;Sorbus torminalis;;105;BRZ;60;2;BRZ2;#86F3EF
JRZ.B;jarzab brekinia;Sorbus torminalis;;105;BRZ;60;3;BRZ3;#40E6E7
JRZ.B;jarzab brekinia;Sorbus torminalis;;105;BRZ;60;4;BRZ4;#40E6E7
TAW.B;tawuła białokwiatowa;Spiraea albiflora;;961;NA;NA;NA;NA;NA
TAW.W;tawuła wczesna;Spiraea arguta;;975;NA;NA;NA;NA;NA
TAW.BI;tawuła Billarda;Spiraea billardii;;962;NA;NA;NA;NA;NA
TAW.D;tawuła drobna;Spiraea bumalda;;964;NA;NA;NA;NA;NA
SPI.BU.AW;tawuła drobna;Spiraea bumalda Anthony Water.;;912;NA;NA;NA;NA;NA
SPI.BU.CR;tawuła drobna;Spiraea bumalda Crispa;;913;NA;NA;NA;NA;NA
SPI.BU.FR;tawuła drobna;Spiraea bumalda Froebelli;;914;NA;NA;NA;NA;NA
SPI.BU.PR;tawuła drobna;Spiraea bumalda Pruhoniciana;;915;NA;NA;NA;NA;NA
TAW.O;tawuła ożankolistna;Spiraea chamaedryfolia;;972;NA;NA;NA;NA;NA
SPI.CH.UL;tawuła ożankolistna;Spiraea chamaedryfolia ulmifol;;916;NA;NA;NA;NA;NA
TAW.CI.G;tawuła;Spiraea cinerea;;963;NA;NA;NA;NA;NA
